number	source	itemNum	status	優先順位	day	Part	word	tittle	audioFile	pronunciation	meaning	audioPath	exampleFile	example
104	キクタンTOEIC TEST SCORE 990	0104	覚えていない	名詞：超必修240	7	"5,6"	extinction	"消灯，消火；（情熱などの）消失
、（種などの）絶滅，"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\extinction.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\extinction.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\extinction.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\extinction.mp3	"be in danger of extinction（絶滅の危機に瀕している）
the extinction of the dinosaurs（恐竜の絶滅）
One-third of the world's amphibian species are in danger of extinction.（世界の両生類種の3分の1は絶滅の危機に瀕している）"
105	キクタンTOEIC TEST SCORE 990	0105	覚えていない	名詞：超必修240	7	1	pier	桟橋、埠頭	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pier.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\pier.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\pier.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\pier.mp3	"walk on the pier（桟橋の上を歩く）
Boats are tied to the pier.（ボートが桟橋につながれている）"
106	キクタンTOEIC TEST SCORE 990	0106	微妙	名詞：超必修240	7	4	turnaround	(注文から納品までの)所要時間。(経済状況などの)好転	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\turnaround.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\turnaround.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\turnaround.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\turnaround.mp3	"The turnaround for most orders is 2 business days.ほとんどの注文は2営業日で納品できます。
the turnaround of the Japanese economy（日本経済の好転）
 The company made a miraculous performance turnaround.（その会社は奇跡的な業績好転を果たした）"
107	キクタンTOEIC TEST SCORE 990	0107	覚えた	名詞：超必修240	7	7	appraisal	(業績・価値・損害などの)評価査定、評価	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\appraisal.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\appraisal.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\appraisal.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\appraisal.mp3	"Employee performance appraisals are conducted in March of each year.社員の業績評価は毎年3月に行われる
a job [performance] appraisal（勤務評価）
make an appraisal of ～（～を評価する）
Most companies conduct performance appraisals annually.（ほとんどの会社は1年に1度勤務評価を行っている）"
108	キクタンTOEIC TEST SCORE 990	0108	微妙	名詞：超必修240	7	"2,3"	autograph	有名人のサイン	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\autograph.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\autograph.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\autograph.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\autograph.mp3	"the autograph of a famous movie star（有名な映画スターのサイン）
sign an autograph（サインする）
The soccer player was signing autographs for kids.（そのサッカー選手は子どもたちにサインをしていた）"
109	キクタンTOEIC TEST SCORE 990	0109	覚えた	名詞：超必修240	7	7	digit	桁	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\digit.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\digit.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\digit.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\digit.mp3	"an eight-digit phone number（8けたの電話番号）
Please enter your seven-digit account number.（7けたの口座番号を入力してください）"
110	キクタンTOEIC TEST SCORE 990	0110	覚えていない	名詞：超必修240	7	"2,3"	intermission	（劇場などの）休憩時間、幕間（≒interval）、休止、合間	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\intermission.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\intermission.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\intermission.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\intermission.mp3	"the intermission of a concert（コンサートの休憩時間）
without intermission（絶え間なく、ひっきりなしに）
We will now have a 10-minute intermission.（ただ今から10分間の休憩となります） 劇場などのアナウンス"
111	キクタンTOEIC TEST SCORE 990	0111	微妙	名詞：超必修240	7	"5,6"	negligence	（義務・職務の）不履行，怠慢；C怠慢な行為，手落ち 	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\negligence.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\negligence.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\negligence.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\negligence.mp3	"negligence of one's duty 職務怠慢.
be sued for medical negligence 医療過失で訴えられる
accuse him of negligence（彼の怠慢ぶりを非難する）
medical negligence（医療過失）
He was fired for repeated negligence of his duties.（彼は度重なる職務怠慢のかどで首になった）"
112	キクタンTOEIC TEST SCORE 990	0112	覚えた	名詞：超必修240	7	"5,6"	notification	通知、通告	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\notification.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\pronunciation\notification.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\meaning\notification.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day7\sentence\notification.mp3	"advance [prior] notification（事前通知）
You will receive notification within 10 days of submission.（提出後10日以内に通知を受けることになる）"
113	キクタンTOEIC TEST SCORE 990	0113	微妙	名詞：超必修240	8	7	overview	概観	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\overview.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\overview.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\overview.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\overview.mp3	"give him an overview of ～（彼に～の概観を伝える）
He gave the board a brief overview of the plan.（彼は重役たちに計画の概要を簡潔に伝えた）"
114	キクタンTOEIC TEST SCORE 990	0114	覚えていない	名詞：超必修240	8	7	ventilation	換気、風通し	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\ventilation.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\ventilation.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\ventilation.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\ventilation.mp3	"a ventilation system（換気システム）
have good [poor] ventilation（［家などが］換気がいい［悪い］）
Good ventilation is essential to both comfort and health.（十分な換気は快適さと健康の両方にとって必要だ）"
115	キクタンTOEIC TEST SCORE 990	0115	覚えた	名詞：超必修240	8	4	booking	（ホテルや乗り物の）予約	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\booking.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\booking.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\booking.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\booking.mp3	"make [cancel] a booking（予約をする［取り消す］）
Online booking is available on our website.（当社のウェブサイトでオンライン予約ができる）"
116	キクタンTOEIC TEST SCORE 990	0116	覚えていない	名詞：超必修240	8	1	broom	[C]ほうき，長柄のブラシ 	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\broom.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\broom.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\broom.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\broom.mp3	"a bamboo broom（竹ぼうき）
The woman is sweeping the floor with a broom.（女性はほうきで床を掃いている）
A broom is propped up against a wall. ほうきが壁に立てかけてある。"
117	キクタンTOEIC TEST SCORE 990	0117	微妙	名詞：超必修240	8	7	delegation	代表団、委譲	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\delegation.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\delegation.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\delegation.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\delegation.mp3	"send a delegation to ～（～に代表団を派遣する）
A US delegation arrived in Tokyo to discuss trade issues.（貿易問題について協議するためにアメリカの代表団が東京に到着した）"
118	キクタンTOEIC TEST SCORE 990	0118	覚えていない	名詞：超必修240	8	7	oversight	見落とし、ミス（≒mistake）、監視、監督（≒supervision）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\oversight.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\oversight.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\oversight.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\oversight.mp3	"a simple oversight（単純な見落とし）
an oversight committee（監視委員会）
A small oversight can lead to big problems.（小さなミスが大問題へとつながることもある）"
119	キクタンTOEIC TEST SCORE 990	0119	微妙	名詞：超必修240	8	7	restructuring	リストラ、事業再構築、再編成	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\restructuring.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\restructuring.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\restructuring.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\restructuring.mp3	"restructuring under new management（新しい経営陣の下でのリストラ）
The company announced restructuring plans that would lay off 2,000 of its employees.（その会社は従業員2000人を解雇するリストラ計画を発
表した）"
120	キクタンTOEIC TEST SCORE 990	0120	覚えた	名詞：超必修240	8	4	sightseeing	観光	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sightseeing.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\sightseeing.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\sightseeing.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\sightseeing.mp3	"do [go] sightseeing（観光をする［に出かける］）
I'm planning to do a lot of sightseeing in Rome.（私はローマでたくさん観光をするつもりだ）"
121	キクタンTOEIC TEST SCORE 990	0121	微妙	名詞：超必修240	8	4	stopover	（旅行の途中での）短期［一時］滞在	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\stopover.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\stopover.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\stopover.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\stopover.mp3	"a one-day stopover in London（［旅の途中での］ロンドンでの1日の短期滞在）
 I had a two-day stopover in Los Angeles on the way to New York.（ニューヨークへ行く途中に私は2日間ロサンゼルスに短期滞在した）"
122	キクタンTOEIC TEST SCORE 990	0122	微妙	名詞：超必修240	8	4	wholesaler	卸売業者	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\wholesaler.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\wholesaler.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\wholesaler.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\wholesaler.mp3	"a furniture wholesaler（家具卸売業者）
A cheaper way is to buy bulk quantities from a wholesaler online.（安上がりな方法は卸売業者からオンラインで大量に買うことだ）"
123	キクタンTOEIC TEST SCORE 990	0123	覚えていない	名詞：超必修240	8	4	apprentice	見習い	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\apprentice.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\apprentice.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\apprentice.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\apprentice.mp3	"an apprentice electrician [carpenter]（見習いの電気技師［大工］）
He started his career as an apprentice with the company.（彼はその会社の見習いとしてキャリアをスタートした）"
124	キクタンTOEIC TEST SCORE 990	0124	微妙	名詞：超必修240	8	"2,3"	housekeeping	家事、家計費	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\housekeeping.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\housekeeping.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\housekeeping.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\housekeeping.mp3	"be good at housekeeping（家事が上手である）
Doing the laundry is one of the most important parts of housekeeping.（洗濯は家事の最も大切な部分の1つだ）"
125	キクタンTOEIC TEST SCORE 990	0125	覚えた	名詞：超必修240	8	1	lecturer	講演者、講師	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\lecturer.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\lecturer.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\lecturer.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\lecturer.mp3	"a lecturer in economics（経済学の講師）
They are listening to the lecturer.（彼らは講演者の話を聞いている）"
126	キクタンTOEIC TEST SCORE 990	0126	微妙	名詞：超必修240	8	"5,6"	liaison	連絡係［担当者、窓口］、連絡	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\liaison.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\pronunciation\liaison.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\meaning\liaison.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day8\sentence\liaison.mp3	"a liaison between the two sides（両者間の連絡係）
liaison between departments（部署間の連絡）
He serves as a liaison between labor and management.（彼は労使間の連絡窓口の役割を果たしている）"
